id,partitive,strengthSome,subjecthood,infoStatus,logSentenceLength
24962:14,no,5.5,0,med,2.484906649788
146198:134,no,6,0,med,4.36944785246702
123419:8,no,6.7,1,new,2.77258872223978
120455:28,no,6.2,0,med,2.56494935746154
92861:25,no,6.2,0,med,2.30258509299405
84205:26,yes,3.8,0,old,2.77258872223978
27780:99,no,5.5,0,med,3.73766961828337
112989:20,no,3.5,1,old,2.07944154167984
134228:135,no,6.6,0,med,3.98898404656427
155148:17,yes,5.2,0,new,2.30258509299405
77309:26,no,6.2,0,new,3.17805383034795
158550:31,no,6.2,0,new,2.94443897916644
78394:33,yes,5.1,1,med,3.2188758248682
108182:40,no,5.6,0,med,2.56494935746154
168217:7,yes,4.1,1,old,1.94591014905531
57861:27,yes,6.7,0,med,3.40119738166216
88001:41,yes,5.1,0,med,2.94443897916644
149669:184,no,6,0,med,4.02535169073515
73755:84,no,6.2,0,med,2.99573227355399
113957:66,no,6.7,0,med,3.3322045101752
35674:29,no,6.2,0,med,3.61091791264422
134169:64,no,6.3,0,med,4.00733318523247
164073:37,no,6.1,0,med,2.89037175789616
165280:27,no,6.1,0,new,2.39789527279837
106437:19,no,6.2,0,med,2.70805020110221
14653:39,no,6,0,med,3.17805383034795
169898:50,no,6.2,0,med,3.61091791264422
166634:38,no,6.5,0,med,2.39789527279837
98932:25,no,6.4,0,med,1.79175946922805
166971:48,no,5.4,1,med,3.13549421592915
6395:54,no,6.3,0,med,2.56494935746154
24421:69,no,6.4,1,med,2.99573227355399
30438:27,no,5.9,0,med,2.19722457733622
165750:14,no,6.3,0,med,3.13549421592915
46244:16,no,4.8,1,med,3.13549421592915
15261:95,yes,5.3,0,old,3.2188758248682
89580:13,yes,4.1,0,med,2.30258509299405
137317:74,yes,5.4,0,med,3.04452243772342
3226:17,no,6.3,0,new,1.6094379124341
94280:31,no,6.6,0,med,2.77258872223978
96724:27,no,6.3,0,med,2.484906649788
171931:87,no,6.8,0,med,3.29583686600433
48103:10,no,6.4,0,new,1.38629436111989
38063:54,no,6.3,0,med,2.484906649788
29177:102,no,5.7,0,med,3.40119738166216
40705:25,no,6.6,0,med,2.83321334405622
6414:31,no,6.3,0,new,3.63758615972639
166085:182,yes,5.7,0,med,3.89182029811063
138155:36,no,6.5,0,old,2.63905732961526
85965:39,no,6.2,1,med,3.04452243772342
38581:37,yes,4.4,0,med,2.89037175789616
27808:28,no,5.4,0,med,2.94443897916644
159110:25,yes,6.1,0,old,2.94443897916644
138174:28,no,6.2,0,new,2.39789527279837
171967:54,no,5.7,0,med,3.40119738166216
53690:14,no,6.1,0,med,2.99573227355399
25010:18,no,5.7,0,med,2.07944154167984
8884:22,yes,4.3,0,old,2.07944154167984
82021:22,no,6.4,0,new,2.56494935746154
138291:137,no,6.6,0,med,4.04305126783455
74560:83,no,5.9,0,new,4.07753744390572
19161:75,no,6.2,1,new,3.04452243772342
106391:27,no,5.8,0,med,2.56494935746154
24959:32,no,6.4,0,med,2.19722457733622
85193:35,no,6.3,0,new,2.39789527279837
121941:10,no,5.3,0,med,1.79175946922805
147067:15,yes,4.8,1,med,3.13549421592915
143578:37,no,5.4,0,med,2.484906649788
123812:31,no,5.5,0,med,2.07944154167984
167299:10,no,6.7,0,new,1.6094379124341
103701:14,no,6,0,med,2.07944154167984
69750:37,no,6.2,0,med,2.39789527279837
121775:50,no,6.1,0,new,2.83321334405622
24421:47,no,6.3,0,med,2.99573227355399
83966:23,no,6.2,0,med,2.07944154167984
157049:37,yes,3.7,0,old,2.89037175789616
46132:24,yes,5,0,med,2.19722457733622
108856:37,yes,5.4,0,med,3.17805383034795
37616:97,no,5.8,0,med,3.61091791264422
147613:4,no,4.8,1,med,2.77258872223978
174455:135,no,6.1,0,new,3.66356164612965
7265:10,no,5.5,0,new,2.30258509299405
99956:17,yes,5.1,1,new,2.484906649788
170937:25,no,5.7,0,new,3.13549421592915
8865:67,no,6.6,0,new,3.04452243772342
58800:5,yes,3.4,1,med,1.79175946922805
116197:36,no,5.9,0,med,2.99573227355399
109040:25,no,6.1,0,new,2.39789527279837
74797:57,no,6.3,0,new,2.63905732961526
7091:13,no,5.2,1,old,3.55534806148941
148456:26,yes,5.5,0,old,1.94591014905531
142083:38,no,6.5,0,new,2.56494935746154
57651:63,yes,5.8,0,med,3.49650756146648
7526:63,yes,5.7,0,med,3.17805383034795
68658:19,no,6.4,0,med,3.43398720448515
16570:13,no,5,1,med,2.484906649788
8867:13,no,6.2,0,new,2.56494935746154
125063:17,no,6.5,1,med,3.09104245335832
121793:56,no,6.4,0,new,3.43398720448515
154774:35,no,5.3,0,med,2.484906649788
87654:69,yes,5.4,1,old,3.09104245335832
62771:99,no,6.7,0,med,4.36944785246702
163289:195,no,6.1,0,new,3.71357206670431
37263:24,yes,4.8,0,old,1.94591014905531
32953:43,no,6.5,0,med,2.63905732961526
23634:28,no,5.1,0,med,2.19722457733622
108521:93,yes,5.4,1,old,3.3322045101752
67780:49,no,6.4,0,new,3.04452243772342
168606:48,no,5.1,0,new,2.77258872223978
27798:15,no,5.2,0,med,1.79175946922805
120747:13,no,6.1,0,med,1.94591014905531
47856:7,yes,5.7,1,old,1.6094379124341
114202:81,yes,4.7,0,med,2.94443897916644
23630:11,yes,5.8,1,new,2.07944154167984
87467:20,no,4.5,0,med,1.94591014905531
168976:57,no,6,0,new,2.89037175789616
166762:101,yes,4.4,1,new,3.3322045101752
123797:41,no,6.8,0,med,2.484906649788
63076:40,no,6.7,0,new,3.04452243772342
54840:11,yes,4.4,0,med,1.79175946922805
18547:110,no,6.1,0,med,3.09104245335832
7017:34,no,5,1,old,3.36729582998647
65258:45,no,6,0,new,2.77258872223978
15216:13,no,6.5,0,med,2.19722457733622
13420:11,yes,6.1,0,new,3.46573590279973
80877:63,no,6.2,0,new,2.99573227355399
38947:33,no,5.6,0,med,2.30258509299405
154517:48,no,6.2,0,med,3.2188758248682
105338:42,no,5.1,1,med,3.36729582998647
36611:16,yes,3.7,1,med,2.39789527279837
22419:43,no,3.3,1,med,2.70805020110221
54865:37,no,3.5,0,med,3.04452243772342
171972:37,no,5.3,0,med,2.77258872223978
82503:72,no,5.9,0,med,2.83321334405622
170188:22,no,6,0,new,2.484906649788
19360:7,yes,4.7,1,med,3.3322045101752
77593:15,yes,5.6,0,med,2.99573227355399
166799:28,no,4.4,1,med,2.39789527279837
17008:76,yes,6,0,med,3.17805383034795
118769:33,no,6.1,0,med,2.484906649788
148372:13,yes,4.5,0,new,1.94591014905531
83450:9,no,3.8,1,med,2.19722457733622
30439:48,no,6.3,0,med,2.94443897916644
46441:47,no,5.9,0,new,2.89037175789616
9762:24,yes,5.5,0,old,2.77258872223978
163122:31,no,6.4,0,new,2.83321334405622
106565:53,no,6.2,0,new,3.29583686600433
154338:10,no,4.2,0,med,1.6094379124341
138340:30,no,6.6,0,med,2.07944154167984
19284:42,no,6.3,0,med,2.484906649788
98822:22,yes,5.4,1,old,1.6094379124341
18087:40,yes,5.5,0,med,2.70805020110221
103868:139,no,6.7,0,med,3.52636052461616
130065:25,no,6.1,0,med,3.25809653802148
